"","club","sofifa_id","player_url","short_name","long_name","age","dob","height_cm","weight_kg","nationality","overall","potential","value_eur","wage_eur","player_positions","preferred_foot","international_reputation","weak_foot","skill_moves","work_rate","body_type","real_face","release_clause_eur","player_tags","team_position","team_jersey_number","loaned_from","joined","contract_valid_until","nation_position","nation_jersey_number","pace","shooting","passing","dribbling","defending","physic","gk_diving","gk_handling","gk_kicking","gk_reflexes","gk_speed","gk_positioning","player_traits","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","league","country","player_positions.first","player_positions.class"
"1215","FC Augsburg",223679,"https://sofifa.com/player/223679/tim-rieder/20/159586","T. Rieder","Tim Rieder",25,"1993-09-03",186,77,"Germany",61,64,280000,4000,"RB, CB, CDM","Right",1,3,2,"Medium/Medium","Normal","No",497000,"","RES",40,"","2014-07-01",2021,"",NA,57,33,42,46,66,67,NA,NA,NA,NA,NA,NA,"",44,27,58,47,38,39,31,38,44,48,54,59,58,61,62,46,68,59,70,30,67,64,29,32,48,47,65,72,67,8,9,10,8,9,44,44,44,42,41,41,41,42,41,41,41,44,46,46,46,44,57,57,57,57,57,59,64,64,64,59,"Bundesliga","Germany","RB","Defender"
"1216","FC Augsburg",202201,"https://sofifa.com/player/202201/jeffrey-gouweleeuw/20/159586","J. Gouweleeuw","Jeffrey Gouweleeuw",27,"1991-07-10",188,78,"Netherlands",78,78,9500000,25000,"CB","Right",1,3,2,"High/Medium","Normal","Yes",16200000,"","RCB",6,"","2016-01-09",2024,"",NA,69,58,66,64,80,75,NA,NA,NA,NA,NA,NA,"Leadership",60,46,72,68,49,60,45,36,80,66,68,70,66,78,64,72,68,68,78,77,78,82,61,71,42,74,80,82,76,13,7,16,13,7,64,64,64,64,65,65,65,64,66,66,66,65,70,70,70,65,72,75,75,75,72,73,77,77,77,73,"Bundesliga","Germany","CB","Defender"
"1217","FC Augsburg",193222,"https://sofifa.com/player/193222/fabian-giefer/20/159586","F. Giefer","Fabian Giefer",29,"1990-05-17",196,93,"Germany",70,70,1300000,10000,"GK","Right",1,1,1,"Medium/Medium","Normal","No",2100000,"","RES",13,"","2017-07-01",2021,"",NA,NA,NA,NA,NA,NA,NA,73,64,58,72,37,71,"Power Free-Kick, Acrobatic Clearance",11,11,23,32,14,12,16,14,22,22,38,37,43,68,35,44,68,25,74,15,44,18,19,33,21,37,15,12,15,73,64,58,71,72,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"Bundesliga","Germany","GK","Goal Keeper"
"1218","FC Augsburg",137351,"https://sofifa.com/player/137351/daniel-baier/20/159586","D. Baier","Daniel Baier",35,"1984-05-18",176,78,"Germany",77,77,2800000,17000,"CDM, CM","Right",2,3,3,"Medium/High","Normal","No",4800000,"","LDM",10,"","2010-01-31",2020,"",NA,43,55,77,75,72,69,NA,NA,NA,NA,NA,NA,"Injury Prone, Avoids Using Weaker Foot, Leadership, Finesse Shot, Giant Throw-in",73,52,52,80,58,74,62,70,81,78,51,37,69,80,74,68,73,67,67,44,75,80,58,78,62,84,72,74,72,7,9,7,9,9,62,62,62,66,66,66,66,66,70,70,70,69,74,74,74,69,71,76,76,76,71,70,71,71,71,70,"Bundesliga","Germany","CDM","Midfielder"
"1219","FC Augsburg",189196,"https://sofifa.com/player/189196/caiuby-fr-da-silva/20/159586","Caiuby","Caiuby Francisco da Silva",30,"1988-07-14",184,85,"Brazil",73,73,3800000,20000,"LM, ST","Right",2,4,3,"High/Medium","Normal","Yes",6400000,"","RES",41,"","2014-07-11",2020,"",NA,80,73,68,71,38,81,NA,NA,NA,NA,NA,NA,"",68,71,78,71,59,70,68,49,64,72,77,83,73,72,66,85,91,84,81,72,73,49,72,71,61,63,37,24,22,13,7,15,7,15,74,74,74,72,73,73,73,72,71,71,71,72,67,67,67,72,58,57,57,57,58,55,53,53,53,55,"Bundesliga","Germany","LM","Midfielder"
"1220","FC Augsburg",216282,"https://sofifa.com/player/216282/raphael-framberger/20/159586","R. Framberger","Raphael Framberger",23,"1995-09-06",179,73,"Germany",67,75,1000000,6000,"RB, RWB","Right",1,3,2,"Medium/Medium","Normal","No",1900000,"","RES",32,"","2013-07-01",2024,"",NA,67,41,56,58,66,61,NA,NA,NA,NA,NA,NA,"",61,41,54,64,40,50,38,40,51,63,66,67,68,67,71,42,61,64,58,38,65,65,50,48,39,49,66,68,71,13,15,11,8,9,52,52,52,56,54,54,54,56,55,55,55,57,57,57,57,57,64,63,63,63,64,65,64,64,64,65,"Bundesliga","Germany","RB","Defender"
"1221","FC Augsburg",211999,"https://sofifa.com/player/211999/rani-khedira/20/159586","R. Khedira","Rani Khedira",25,"1994-01-27",188,84,"Germany",76,79,8500000,21000,"CB, CDM","Right",1,3,2,"Medium/Medium","Normal","Yes",15100000,"","RDM",8,"","2017-07-01",2021,"",NA,56,43,61,61,76,77,NA,NA,NA,NA,NA,NA,"Injury Prone",42,34,74,75,29,57,38,41,68,68,54,58,59,72,57,58,66,75,79,51,79,81,43,59,46,67,73,76,75,9,13,11,12,8,56,56,56,56,57,57,57,56,60,60,60,58,66,66,66,58,68,73,73,73,68,69,75,75,75,69,"Bundesliga","Germany","CB","Defender"
"1222","FC Augsburg",211862,"https://sofifa.com/player/211862/andre-hahn/20/159586","A. Hahn","André Hahn",28,"1990-08-13",185,79,"Germany",74,74,5500000,22000,"RM, ST","Right",2,4,3,"High/High","Normal","Yes",9400000,"#Engine","RM",28,"","2018-07-01",2022,"",NA,72,76,67,66,55,83,NA,NA,NA,NA,NA,NA,"Argues with Officials, Early Crosser",79,76,75,64,73,66,54,52,62,68,69,74,61,77,61,81,80,88,80,76,85,52,77,71,50,64,49,56,59,14,14,13,15,11,74,74,74,71,71,71,71,71,69,69,69,71,68,68,68,71,66,64,64,64,66,65,64,64,64,65,"Bundesliga","Germany","RM","Midfielder"
"1223","FC Augsburg",238068,"https://sofifa.com/player/238068/marco-richter/20/159586","M. Richter","Marco Richter",21,"1997-11-24",176,74,"Germany",73,82,6000000,15000,"RM, RW, LM","Right",1,4,3,"Medium/Medium","Normal","Yes",11400000,"","SUB",23,"","2017-03-10",2023,"",NA,82,69,62,77,27,60,NA,NA,NA,NA,NA,NA,"Argues with Officials, Early Crosser",66,70,58,68,63,77,60,37,53,75,86,79,82,74,77,75,66,66,63,66,41,22,74,62,56,62,21,25,26,12,13,7,5,10,71,71,71,73,72,72,72,73,71,71,71,71,63,63,63,71,53,47,47,47,53,50,41,41,41,50,"Bundesliga","Germany","RM","Midfielder"
"1224","FC Augsburg",181262,"https://sofifa.com/player/181262/marek-suchy/20/159586","M. Suchý","Marek Suchý",31,"1988-03-29",183,76,"Czech Republic",77,77,6500000,24000,"CB","Right",1,3,2,"Low/High","Normal","No",11100000,"","LCB",5,"","2019-07-08",2021,"LCB",17,64,52,58,63,76,78,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only)",43,48,77,72,43,60,32,39,70,65,61,67,65,72,62,64,79,71,84,52,72,74,32,50,64,77,74,79,77,14,11,15,15,7,59,59,59,57,57,57,57,57,59,59,59,58,63,63,63,58,68,72,72,72,68,69,75,75,75,69,"Bundesliga","Germany","CB","Defender"
"1225","FC Augsburg",245780,"https://sofifa.com/player/245780/felix-schwarzholz/20/159586","F. Schwarzholz","Felix Schwarzholz",19,"1999-09-24",181,75,"Germany",60,75,425000,2000,"CDM","Right",1,3,2,"Medium/Medium","Lean","No",988000,"","RES",33,"","2018-08-28",2022,"",NA,59,38,55,56,57,59,NA,NA,NA,NA,NA,NA,"",43,30,52,65,29,52,46,39,63,58,64,54,67,55,66,53,62,53,60,41,61,52,40,52,37,44,57,62,58,7,5,8,7,9,48,48,48,51,50,50,50,51,53,53,53,52,55,55,55,52,55,58,58,58,55,55,57,57,57,55,"Bundesliga","Germany","CDM","Midfielder"
"1226","FC Augsburg",221860,"https://sofifa.com/player/221860/carlos-gruezo/20/159586","C. Gruezo","Carlos Armando Gruezo Arboleda",24,"1995-04-19",171,67,"Ecuador",72,79,4000000,14000,"CDM, CM","Right",1,3,2,"Low/High","Normal","No",7600000,"","SUB",25,"","2019-07-02",2024,"",NA,59,46,62,66,69,76,NA,NA,NA,NA,NA,NA,"",43,41,58,75,37,60,48,47,69,70,64,55,71,68,85,61,69,77,72,42,85,69,55,58,49,65,67,73,70,9,10,12,12,11,57,57,57,58,59,59,59,58,62,62,62,61,66,66,66,61,66,71,71,71,66,66,69,69,69,66,"Bundesliga","Germany","CDM","Midfielder"
"1227","FC Augsburg",233472,"https://sofifa.com/player/233472/noah-joel-sarenren-bazee/20/159586","N. Sarenren Bazee","Noah Joel Sarenren Bazee",22,"1996-08-21",182,70,"Nigeria",70,78,2600000,12000,"RM","Right",1,3,3,"Medium/Medium","Lean","Yes",5000000,"","SUB",17,"","2019-07-01",2024,"",NA,87,60,62,74,27,50,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Early Crosser",70,63,53,68,55,76,64,42,52,70,86,88,79,63,74,64,66,52,53,53,37,31,62,57,52,58,17,26,29,15,6,13,11,11,65,65,65,69,67,67,67,69,66,66,66,68,58,58,58,68,52,45,45,45,52,49,40,40,40,49,"Bundesliga","Germany","RM","Midfielder"
"1228","FC Augsburg",236467,"https://sofifa.com/player/236467/felix-gotze/20/159586","F. Götze","Felix Götze",21,"1998-02-11",185,78,"Germany",66,79,1200000,5000,"CB, CDM","Right",1,2,3,"Medium/Medium","Lean","No",2700000,"","SUB",4,"","2018-07-01",2022,"",NA,59,31,51,59,66,64,NA,NA,NA,NA,NA,NA,"",36,28,67,65,34,56,30,28,57,59,57,60,67,58,64,42,63,59,70,29,55,59,28,50,30,49,64,70,69,13,13,11,12,7,47,47,47,49,48,48,48,49,51,51,51,51,55,55,55,51,58,61,61,61,58,60,64,64,64,60,"Bundesliga","Germany","CB","Defender"
"1229","FC Augsburg",242850,"https://sofifa.com/player/242850/simon-asta/20/159586","S. Asta","Simon Asta",18,"2001-01-25",178,75,"Germany",60,74,400000,1000,"RB","Right",1,3,3,"Medium/Medium","Normal","No",930000,"","RES",26,"","2018-03-03",2020,"",NA,67,31,46,61,60,58,NA,NA,NA,NA,NA,NA,"",54,28,48,50,34,62,48,37,35,57,68,66,69,55,68,31,61,63,55,32,56,60,55,43,28,41,58,63,64,7,12,9,7,7,47,47,47,53,50,50,50,53,51,51,51,54,50,50,50,54,59,54,54,54,59,59,57,57,57,59,"Bundesliga","Germany","RB","Defender"
"1230","FC Augsburg",190664,"https://sofifa.com/player/190664/julian-schieber/20/159586","J. Schieber","Julian Schieber",30,"1989-02-13",186,83,"Germany",72,72,3000000,19000,"ST","Left",2,2,3,"High/Medium","Stocky","Yes",5100000,"","SUB",20,"","2018-07-01",2021,"",NA,58,74,58,64,30,71,NA,NA,NA,NA,NA,NA,"Power Free-Kick",60,72,75,66,70,64,58,58,49,69,52,62,52,71,51,83,80,47,80,69,77,21,72,50,72,68,29,26,19,8,12,16,12,7,71,71,71,64,67,67,67,64,63,63,63,62,57,57,57,62,46,47,47,47,46,44,47,47,47,44,"Bundesliga","Germany","ST","Forward"
"1231","FC Augsburg",225908,"https://sofifa.com/player/225908/reece-oxford/20/159586","R. Oxford","Reece Oxford",20,"1998-12-16",191,78,"England",67,79,1300000,5000,"CB, CDM, RB","Right",1,3,2,"Medium/Medium","Lean","Yes",2400000,"","SUB",36,"","2019-08-02",2023,"",NA,69,33,52,55,66,69,NA,NA,NA,NA,NA,NA,"",34,22,64,63,36,52,44,36,57,57,66,72,62,65,53,49,66,65,72,37,68,65,34,53,48,59,66,66,65,10,11,7,9,14,49,49,49,50,50,50,50,50,52,52,52,52,56,56,56,52,60,63,63,63,60,62,65,65,65,62,"Bundesliga","Germany","CB","Defender"
"1232","FC Augsburg",239747,"https://sofifa.com/player/239747/sergio-cordova/20/159586","S. Córdova","Sergio Córdova",21,"1997-08-09",188,87,"Venezuela",70,79,2800000,11000,"ST","Right",1,2,3,"Medium/Medium","Normal","No",5300000,"","RES",9,"","2017-07-01",2022,"",NA,76,68,53,69,23,64,NA,NA,NA,NA,NA,NA,"",37,68,62,59,67,72,63,40,50,67,75,77,67,66,67,73,54,55,78,64,42,18,68,59,62,58,20,19,17,6,6,5,5,14,68,68,68,65,67,67,67,65,65,65,65,63,57,57,57,63,43,42,42,42,43,41,39,39,39,41,"Bundesliga","Germany","ST","Forward"
"1233","FC Augsburg",212187,"https://sofifa.com/player/212187/philipp-max/20/159586","P. Max","Philipp Max",25,"1993-09-30",177,77,"Germany",77,80,10000000,23000,"LB, LWB, LM","Left",1,3,3,"High/Medium","Normal","Yes",17800000,"#Crosser","SUB",31,"","2015-08-04",2022,"",NA,81,52,77,75,70,72,NA,NA,NA,NA,NA,NA,"",87,43,59,76,43,73,80,74,74,77,79,82,76,77,74,81,66,85,66,46,72,71,62,70,41,71,69,72,74,15,12,11,8,11,65,65,65,71,69,69,69,71,70,70,70,74,72,72,72,74,77,73,73,73,77,75,70,70,70,75,"Bundesliga","Germany","LB","Defender"
"1234","FC Augsburg",211899,"https://sofifa.com/player/211899/florian-niederlechner/20/159586","F. Niederlechner","Florian Niederlechner",28,"1990-10-24",187,86,"Germany",74,74,6000000,24000,"ST","Right",1,4,3,"High/High","Normal","Yes",10200000,"","SUB",7,"","2019-07-01",2022,"",NA,70,75,57,69,35,77,NA,NA,NA,NA,NA,NA,"",54,76,69,63,73,71,59,44,48,68,67,73,65,74,63,81,63,75,78,68,80,35,75,58,66,67,27,35,28,15,7,6,16,16,73,73,73,68,70,70,70,68,67,67,67,66,61,61,61,66,53,52,52,52,53,51,50,50,50,51,"Bundesliga","Germany","ST","Forward"
"1235","FC Augsburg",246930,"https://sofifa.com/player/246930/seong-hoon-cheon/20/159586","Cheon Seong-Hoon","<U+CC9C><U+C131><U+D6C8> Seong-Hoon Cheon",18,"2000-09-21",190,79,"Korea Republic",58,75,260000,2000,"ST","Right",1,3,2,"Medium/Medium","Normal","No",605000,"","RES",35,"","2019-01-01",2023,"",NA,66,54,42,55,31,57,NA,NA,NA,NA,NA,NA,"",34,60,66,53,45,53,39,29,27,59,67,66,60,49,48,51,66,54,64,47,42,25,55,48,56,45,26,30,25,5,6,7,10,14,57,57,57,54,55,55,55,54,53,53,53,52,47,47,47,52,42,39,39,39,42,41,41,41,41,41,"Bundesliga","Germany","ST","Forward"
"1236","FC Augsburg",251431,"https://sofifa.com/player/251431/maurice-malone/20/159586","M. Malone","Maurice Malone",18,"2000-08-17",184,80,"Germany",61,78,525000,2000,"ST, LW","Right",1,3,2,"Medium/Medium","Normal","No",1200000,"","SUB",37,"","2019-03-09",2020,"",NA,56,60,47,58,23,56,NA,NA,NA,NA,NA,NA,"",37,62,64,54,44,57,49,38,42,60,55,56,53,62,61,59,64,52,65,60,35,21,62,49,60,55,14,23,16,15,11,10,14,13,60,60,60,55,58,58,58,55,56,56,56,54,51,51,51,54,39,39,39,39,39,38,36,36,36,38,"Bundesliga","Germany","ST","Forward"
"1237","FC Augsburg",234889,"https://sofifa.com/player/234889/fredrik-jensen/20/159586","F. Jensen","Fredrik Jensen",21,"1997-09-09",183,80,"Finland",71,79,3500000,11000,"CAM","Right",1,3,3,"High/High","Normal","No",6700000,"","SUB",24,"","2018-07-01",2023,"",NA,66,68,66,73,51,70,NA,NA,NA,NA,NA,NA,"",68,68,56,70,70,75,61,40,63,74,67,66,69,64,67,75,68,66,75,66,64,41,67,69,48,72,49,57,56,5,11,6,6,7,68,68,68,69,69,69,69,69,69,69,69,69,66,66,66,69,61,60,60,60,61,59,58,58,58,59,"Bundesliga","Germany","CAM","Midfielder"
"1238","FC Augsburg",251182,"https://sofifa.com/player/251182/iago-amaral-borduchi/20/159586","Iago","Iago Amaral Borduchi",22,"1997-03-23",181,68,"Brazil",74,83,8000000,17000,"LB","Left",1,2,3,"High/Medium","Lean","No",15200000,"","SUB",22,"","2019-07-01",2024,"",NA,76,55,68,72,71,72,NA,NA,NA,NA,NA,NA,"",74,54,68,72,37,72,65,35,69,71,75,77,75,69,68,63,65,76,71,54,72,73,67,65,46,74,69,73,72,7,8,15,12,13,65,65,65,69,67,67,67,69,68,68,68,70,69,69,69,70,72,71,71,71,72,72,71,71,71,72,"Bundesliga","Germany","LB","Defender"
"1239","FC Augsburg",199439,"https://sofifa.com/player/199439/michael-gregoritsch/20/159586","M. Gregoritsch","Michael Gregoritsch",25,"1994-04-18",193,87,"Austria",78,82,13500000,26000,"CAM, ST","Left",2,3,4,"High/Low","Normal","Yes",24000000,"","CAM",11,"","2017-07-05",2022,"SUB",11,64,78,74,74,40,71,NA,NA,NA,NA,NA,NA,"Long Throw-in, Beat Offside Trap, Argues with Officials, Speed Dribbler (CPU AI Only)",65,77,71,77,75,75,83,79,71,78,62,66,65,78,52,84,50,69,79,80,58,33,78,74,64,65,36,40,38,10,6,9,16,6,76,76,76,73,75,75,75,73,75,75,75,73,71,71,71,73,58,58,58,58,58,55,52,52,52,55,"Bundesliga","Germany","CAM","Midfielder"
"1240","FC Augsburg",183220,"https://sofifa.com/player/183220/jan-moravek/20/159586","J. Morávek","Jan Morávek",29,"1989-11-01",180,77,"Czech Republic",72,72,3000000,18000,"CM, CAM","Right",2,3,3,"Medium/Medium","Normal","No",5100000,"","RES",14,"","2012-07-01",2022,"",NA,46,69,73,74,55,59,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Selfish",72,66,58,77,74,75,64,67,73,74,48,45,73,72,72,70,41,46,66,74,64,60,71,72,69,69,49,58,55,8,13,6,12,8,67,67,67,69,69,69,69,69,71,71,71,68,70,70,70,68,61,64,64,64,61,59,59,59,59,59,"Bundesliga","Germany","CM","Midfielder"
"1241","FC Augsburg",195586,"https://sofifa.com/player/195586/alfredh-finnbogason/20/159586","A. Finnbogason","Alfreð Finnbogason",30,"1989-02-01",184,80,"Iceland",78,78,10000000,30000,"ST","Right",2,4,3,"Medium/Medium","Normal","Yes",17000000,"","ST",27,"","2014-07-02",2022,"",NA,66,81,62,74,33,69,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Beat Offside Trap",37,83,68,71,79,75,56,51,67,75,66,66,65,82,66,78,66,54,78,77,64,20,86,72,89,83,30,32,34,6,15,16,15,11,77,77,77,71,76,76,76,71,74,74,74,69,68,68,68,69,49,53,53,53,49,48,48,48,48,48,"Bundesliga","Germany","ST","Forward"
"1242","FC Augsburg",203315,"https://sofifa.com/player/203315/georg-teigl/20/159586","G. Teigl","Georg Teigl",28,"1991-02-09",183,77,"Austria",68,68,775000,9000,"RB, RWB, RM","Right",1,3,3,"High/Medium","Lean","No",1300000,"","RB",34,"","2016-07-01",2022,"",NA,84,55,59,66,61,70,NA,NA,NA,NA,NA,NA,"Early Crosser",74,54,59,64,49,66,56,48,44,64,80,87,68,66,67,59,74,77,67,54,69,55,64,51,56,63,61,64,66,10,13,13,16,10,62,62,62,65,63,63,63,65,62,62,62,66,59,59,59,66,67,61,61,61,67,67,63,63,63,67,"Bundesliga","Germany","RB","Defender"
"1243","FC Barcelona",240683,"https://sofifa.com/player/240683/ludovit-reis/20/159586","L. Reis","Ludovit Reis",19,"2000-06-01",178,75,"Netherlands",70,83,3100000,29000,"CDM, CM","Right",1,2,3,"Medium/High","Lean","No",8300000,"","RES",30,"","2019-07-01",2022,"",NA,73,57,62,69,69,69,NA,NA,NA,NA,NA,NA,"Argues with Officials",54,54,59,68,48,68,51,44,65,70,72,73,70,68,64,64,82,73,65,60,72,75,58,65,51,66,70,70,62,10,15,14,11,7,62,62,62,64,64,64,64,64,65,65,65,65,67,67,67,65,67,69,69,69,67,67,68,68,68,67,"La Liga","Spain","CDM","Midfielder"
"1244","FC Barcelona",194765,"https://sofifa.com/player/194765/antoine-griezmann/20/159586","A. Griezmann","Antoine Griezmann",28,"1991-03-21",176,73,"France",89,89,69000000,370000,"CF, ST, LW","Left",4,3,4,"High/High","Normal","Yes",141500000,"#Dribbler, #Engine, #Acrobat, #Clinical Finisher, #Complete Forward","LW",17,"","2019-07-12",2024,"CAM",7,81,86,84,89,57,72,NA,NA,NA,NA,NA,NA,"Beat Offside Trap, Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Outside Foot Shot, Crowd Favourite",83,89,84,85,87,88,86,85,82,90,82,81,90,92,83,82,89,87,63,83,73,49,90,86,86,89,59,54,49,14,8,14,13,14,85,85,85,87,87,87,87,87,87,87,87,86,83,83,83,86,73,71,71,71,73,70,65,65,65,70,"La Liga","Spain","CF","Forward"
"1245","FC Barcelona",239249,"https://sofifa.com/player/239249/oriol-busquets-mas/20/159586","Oriol Busquets","Oriol Busquets Mas",20,"1999-06-20",185,77,"Spain",67,82,1600000,24000,"CDM, CM","Right",1,3,3,"Medium/Medium","Lean","No",4200000,"","RES",35,"","2017-07-01",2021,"",NA,51,43,63,63,64,67,NA,NA,NA,NA,NA,NA,"",56,36,64,70,37,63,46,42,66,67,53,50,53,64,62,56,52,71,69,47,61,65,41,66,42,70,64,63,61,9,6,5,10,12,53,53,53,56,56,56,56,56,59,59,59,59,63,63,63,59,62,65,65,65,62,62,63,63,63,62,"La Liga","Spain","CDM","Midfielder"
"1246","FC Barcelona",205600,"https://sofifa.com/player/205600/samuel-umtiti/20/159586","S. Umtiti","Samuel Umtiti",25,"1993-11-14",182,75,"France",86,89,50000000,210000,"CB","Left",3,3,2,"Medium/High","Normal","Yes",106300000,"#Tackling , #Tactician ","SUB",23,"","2016-07-12",2023,"LCB",5,69,63,69,69,86,82,NA,NA,NA,NA,NA,NA,"",61,51,79,80,65,64,72,62,73,77,66,72,62,82,66,83,88,71,86,74,82,87,51,58,61,82,87,88,85,15,10,14,12,15,68,68,68,66,67,67,67,66,67,67,67,67,72,72,72,67,77,80,80,80,77,79,84,84,84,79,"La Liga","Spain","CB","Defender"
"1247","FC Barcelona",176580,"https://sofifa.com/player/176580/luis-suarez/20/159586","L. Suárez","Luis Alberto Suárez Díaz",32,"1987-01-24",182,86,"Uruguay",89,89,53000000,355000,"ST","Right",5,4,3,"High/Medium","Normal","Yes",108700000,"#Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward","ST",9,"","2014-07-11",2021,"",NA,73,89,80,84,51,84,NA,NA,NA,NA,NA,NA,"Diver, Speed Dribbler (CPU AI Only)",78,91,83,82,90,85,86,82,72,84,76,70,79,92,79,88,69,82,86,86,87,41,92,82,83,85,57,45,38,27,25,31,33,37,86,86,86,83,85,85,85,83,84,84,84,82,79,79,79,82,67,67,67,67,67,64,63,63,63,64,"La Liga","Spain","ST","Forward"
"1248","FC Barcelona",152729,"https://sofifa.com/player/152729/gerard-pique-bernabeu/20/159586","Piqué","Gerard Piqué Bernabéu",32,"1987-02-02",194,85,"Spain",88,88,38000000,285000,"CB","Right",4,3,2,"High/Medium","Normal","Yes",77900000,"#Aerial Threat, #Tackling , #Tactician , #Strength, #Complete Defender","RCB",3,"","2008-07-01",2022,"",NA,56,61,72,68,88,80,NA,NA,NA,NA,NA,NA,"Avoids Using Weaker Foot",57,65,85,83,57,63,58,43,81,82,48,63,57,85,36,62,75,70,87,51,76,89,64,72,69,87,89,88,87,10,11,14,15,8,70,70,70,67,69,69,69,67,71,71,71,69,76,76,76,69,77,83,83,83,77,78,85,85,85,78,"La Liga","Spain","CB","Defender"
"1249","FC Barcelona",231443,"https://sofifa.com/player/231443/ousmane-dembele/20/159586","O. Dembélé","Ousmane Dembélé",22,"1997-05-15",178,67,"France",84,90,42500000,195000,"RW, LW","Left",3,5,5,"High/Medium","Lean","Yes",95600000,"#Speedster, #Dribbler","SUB",11,"","2017-08-28",2022,"SUB",11,93,79,80,87,36,57,NA,NA,NA,NA,NA,NA,"Power Free-Kick, Selfish, Early Crosser, Crowd Favourite",84,79,43,82,76,89,82,64,76,85,94,93,89,78,83,83,59,69,52,78,54,36,78,78,75,82,42,30,33,6,6,14,10,13,76,76,76,84,82,82,82,84,82,82,82,83,75,75,75,83,64,59,59,59,64,59,47,47,47,59,"La Liga","Spain","RW","Forward"
"1250","FC Barcelona",237156,"https://sofifa.com/player/237156/moussa-wague/20/159586","M. Wagué","Moussa Wagué",20,"1998-10-04",177,70,"Senegal",71,82,3700000,45000,"RB, RWB, LB","Right",1,3,3,"High/Medium","Lean","No",8300000,"","SUB",16,"","2018-08-05",2023,"",NA,80,40,61,73,67,65,NA,NA,NA,NA,NA,NA,"",70,36,58,67,31,73,50,31,56,69,79,81,77,70,85,56,84,68,57,32,74,67,63,55,39,66,65,71,69,11,10,12,15,15,58,58,58,65,62,62,62,65,63,63,63,66,62,62,62,66,69,66,66,66,69,69,67,67,67,69,"La Liga","Spain","RB","Defender"
"1251","FC Barcelona",246139,"https://sofifa.com/player/246139/ignacio-pena-sotorres/20/159586","Iñaki Peña","Ignacio Peña Sotorres",20,"1999-03-02",184,78,"Spain",64,81,850000,12000,"GK","Right",1,3,1,"Medium/Medium","Lean","No",2300000,"","RES",26,"","2018-07-01",2021,"",NA,NA,NA,NA,NA,NA,NA,65,60,65,65,30,61,"",10,6,11,26,5,12,12,12,24,18,33,28,42,63,51,49,63,27,54,8,17,6,5,39,17,38,9,10,11,65,60,65,61,65,62.3303667745415,62.3303667745415,62.3303667745415,63.7009169363538,63.6413160733549,63.6413160733549,63.6413160733549,63.7009169363538,63.9757281553398,63.9757281553398,63.9757281553398,64.309331175836,63.299622437972,63.299622437972,63.299622437972,64.309331175836,61.5542071197411,61.3052858683927,61.3052858683927,61.3052858683927,61.5542071197411,60.6677454153182,59.4784250269687,59.4784250269687,59.4784250269687,60.6677454153182,"La Liga","Spain","GK","Goal Keeper"
"1252","FC Barcelona",158023,"https://sofifa.com/player/158023/lionel-messi/20/159586","L. Messi","Lionel Andrés Messi Cuccittini",32,"1987-06-24",170,72,"Argentina",94,94,95500000,565000,"RW, CF, ST","Left",5,4,4,"Medium/Low","Messi","Yes",195800000,"#Dribbler, #Distance Shooter, #Crosser, #FK Specialist, #Acrobat, #Clinical Finisher, #Complete Forward","RW",10,"","2004-07-01",2021,"",NA,87,92,92,96,39,66,NA,NA,NA,NA,NA,NA,"Beat Offside Trap, Argues with Officials, Early Crosser, Finesse Shot, Speed Dribbler (CPU AI Only), 1-on-1 Rush, Giant Throw-in, Outside Foot Shot",88,95,70,92,88,97,93,94,92,96,91,84,93,95,95,86,68,75,68,94,48,40,94,94,75,96,33,37,26,6,11,15,14,8,89,89,89,93,93,93,93,93,93,93,93,92,87,87,87,92,68,66,66,66,68,63,52,52,52,63,"La Liga","Spain","RW","Forward"
